Periodo;Ingresos;Gastos;FK_TipoProducto;FK_Region
Q1 2019;201185,0609;184515,4416;7;19
Q1 2019;118666,8756;108561,8406;7;20
Q1 2019;18691,47117;16598,0264;7;21
Q1 2019;192039,3976;194399,8818;7;22
Q1 2019;141853,6805;133094,6611;7;23
Q1 2019;36090,45815;34790,20606;7;24
Q1 2019;37767,32172;35831,11703;7;25
Q1 2019;20485,33929;22003,98577;7;26
Q1 2019;549716,7495;505314,1569;7;27
Q1 2019;2402730,279;2162457,251;7;28
Q1 2019;11315,27815;9675,382762;7;29
Q1 2019;180703,8986;158666,8378;7;30
Q1 2019;21023,46467;18550,11588;7;31
Q1 2019;142607,9843;114086,3874;7;32
Q1 2019;253482,0579;213246,8106;7;33
Q1 2019;96326,51692;79762,13352;7;34
Q1 2019;119208,6674;101435,7388;7;35
Q1 2019;260818,8609;227341,1524;7;36
Q1 2019;58087,45704;48750,43617;7;37
Q1 2019;364685,5686;317175,1432;7;38
Q1 2019;11168,89431;10036,04931;7;39
Q1 2019;74407,87451;59485,24699;7;40
Q1 2019;213913,5031;188855,0642;7;41
Q1 2019;83023,52639;72586,28308;7;42
Q1 2019;23568,75272;21798,69129;7;43
Q1 2019;273375,75;246038,175;7;44
Q1 2019;81957,81308;72038,38292;7;45
Q1 2019;17333,53623;14926,10064;7;46
Q1 2019;23212,38022;19848,26714;7;47
Q1 2019;149459,4474;122285,0024;7;48
Q1 2019;158976,3173;138330,0423;7;49
Q1 2019;109783,6775;98347,87779;7;50
Q1 2019;108791,2729;96966,1345;7;51
Q1 2019;2893183,98;2482095,087;7;52
Q1 2019;68985,59886;60773,02757;7;53
Q1 2019;67504,9026;56957,26157;7;54
Q1 2019;122916,1779;102473,2767;7;55
Q1 2019;11729,37432;10826,27414;7;56
Q2 2017;59675,1966;53707,67694;7;1
Q2 2017;89833,5764;72219,14966;7;2
Q2 2017;63887,94457;49513,15704;7;3
Q2 2017;21025,73673;16734,77005;7;4
Q2 2017;34403,46266;26758,24873;7;5
Q2 2017;436245,5147;350707,1785;7;6
Q2 2017;1188499,621;1045306,896;7;7
Q2 2017;15962,33212;14062,05448;7;8
Q2 2017;52087,08667;45233,52263;7;9
Q2 2017;3333036,295;3123377,56;7;10
Q2 2017;58565,20807;46613,12479;7;11
Q2 2017;119510,1097;104382,2477;7;12
Q2 2017;9873,450943;8421,472863;7;13
Q2 2017;22435,78288;18121,20925;7;14
Q2 2017;949292,4702;785734,0463;7;15
Q2 2017;24404,64301;21904,00288;7;16
Q2 2017;98694,39693;97707,45296;7;17
Q2 2017;35535,22619;33425,32214;7;18
Q2 2017;223587,7642;183341,9666;7;19
Q2 2017;100731,7164;100657,1003;7;20
Q2 2017;15483,87681;15417,23734;7;21
Q2 2017;172289,1751;170566,2833;7;22
Q2 2017;129931,1585;108968,9692;7;23
Q2 2017;29736,96552;29506,552;7;24
Q2 2017;38882,81224;40489,96848;7;25
Q2 2017;19190,72677;16961,29512;7;26
Q2 2017;479991,6471;458058,9675;7;27
Q2 2017;1284217,908;1016672,51;7;28
Q2 2017;10190,49901;8947,755225;7;29
Q2 2017;202847,046;158749,862;7;30
Q2 2017;21389,88671;17195,79128;7;31
Q2 2017;138215,1012;116276,1963;7;32
Q2 2017;233445,7923;188552,3707;7;33
Q2 2017;97056,26326;90313,40707;7;34
Q2 2017;109625,2255;97487,01212;7;35
Q2 2017;251063,8248;210893,6128;7;36
Q2 2017;67892,81838;61804,36563;7;37
Q2 2017;393212,7696;360610,9513;7;38
Q2 2017;10466,84952;9763,304587;7;39
Q2 2017;81085,50427;64084,0571;7;40
Q2 2017;215250,4625;194886,3176;7;41
Q2 2017;81702,31791;69209,76994;7;42
Q2 2017;21086,71485;18388,33015;7;43
Q2 2017;297613,1876;251826,5434;7;44
Q2 2017;91731,0251;72608,63449;7;45
Q2 2017;15766,6629;14189,99661;7;46
Q2 2017;20233,01341;16916,12597;7;47
Q2 2017;162270,2571;133801,791;7;48
Q2 2017;167005,4242;141312,2821;7;49
Q2 2017;128937,4255;114450,0743;7;50
Q2 2017;92660,73996;83008,57955;7;51
Q2 2017;3215952,87;2472966,316;7;52
Q2 2017;79926,04626;71686,24767;7;53
Q2 2017;58293,95327;47884,31876;7;54
Q2 2017;123843,8472;108724,5775;7;55
Q2 2017;11883,15769;10892,89455;7;56
Q2 2018;64032,81744;51477,36304;7;1
Q2 2018;95172,04713;84357,04178;7;2
Q2 2018;56276,29492;43614,12856;7;3
Q2 2018;18271,4428;15008,68516;7;4
Q2 2018;31889,36346;24956,89314;7;5
Q2 2018;394028,2068;354227,3779;7;6
Q2 2018;1121785,505;877919,091;7;7
Q2 2018;17151,68235;14244,61755;7;8
Q2 2018;50083,73718;43405,90556;7;9
Q2 2018;2264230,907;2037807,816;7;10
Q2 2018;53457,77713;47889,25868;7;11
Q2 2018;105450,0968;90385,79724;7;12
Q2 2018;10571,57374;9422,489635;7;13
Q2 2018;21623,21932;18135,6033;7;14
Q2 2018;1396235,618;1199383,633;7;15
Q2 2018;22427,1917;18822,22829;7;16
Q2 2018;85074,94329;85254,04843;7;17
Q2 2018;35394,77075;34377,17109;7;18
Q2 2018;222132,7462;201086,6097;7;19
Q2 2018;88621,89253;84247,06577;7;20
Q2 2018;18621,1329;15792,15309;7;21
Q2 2018;167168,0531;150912,401;7;22
Q2 2018;151681,7489;148731,7117;7;23
Q2 2018;33993,91701;34713,33565;7;24
Q2 2018;40595,71145;40119,38844;7;25
Q2 2018;18670,18264;17975,9913;7;26
Q2 2018;495475,2486;487971,4341;7;27
Q2 2018;1683058,917;1514753,026;7;28
Q2 2018;10110,10059;8127,727927;7;29
Q2 2018;200651,7316;176764,6207;7;30
Q2 2018;21436,58952;18943,96283;7;31
Q2 2018;138501,2609;111866,403;7;32
Q2 2018;274286,2009;246297,813;7;33
Q2 2018;104157,9411;88762,09539;7;34
Q2 2018;101101,0217;84708,21318;7;35
Q2 2018;283423,1622;267834,8883;7;36
Q2 2018;67460,38004;62186,20488;7;37
Q2 2018;378027,7236;339131,859;7;38
Q2 2018;10902,96825;9145,557608;7;39
Q2 2018;79223,41545;57374,18431;7;40
Q2 2018;201012,1051;183244,4834;7;41
Q2 2018;86950,86081;81265,61222;7;42
Q2 2018;20637,19186;18316,17781;7;43
Q2 2018;283580,3458;252071,4185;7;44
Q2 2018;92505,12658;76708,09727;7;45
Q2 2018;18319,68928;15585,4073;7;46
Q2 2018;21293,61492;18251,66993;7;47
Q2 2018;170627,5236;139029,834;7;48
Q2 2018;165335,37;145172,52;7;49
Q2 2018;125727,3651;108737,1807;7;50
Q2 2018;88433,51642;71747,94729;7;51
Q2 2018;3048970,764;2560747,45;7;52
Q2 2018;72140,00994;64926,00895;7;53
Q2 2018;58955,13233;50410,91025;7;54
Q2 2018;143312,7489;123098,1085;7;55
Q2 2018;10242,28568;9507,880027;7;56
Q2 2019;67597,8137;60169,48253;7;1
Q2 2019;102752,1217;91821,04491;7;2
Q2 2019;59778,96888;45394,65449;7;3
Q2 2019;23073,25332;22805,79569;7;4
Q2 2019;37252,86276;37755,21911;7;5
Q2 2019;401649,6422;342583,5183;7;6
Q2 2019;1101181,282;920659,7601;7;7
Q2 2019;18690,9359;14627,68896;7;8
Q2 2019;43007,68624;38006,79249;7;9
Q2 2019;1726929,105;1464568,722;7;10
Q2 2019;55389,98594;46997,56383;7;11
Q2 2019;106664,4933;93966,33932;7;12
Q2 2019;11181,47222;9801,043553;7;13
Q2 2019;19827,93358;17845,14022;7;14
Q2 2019;2113605,404;1734994,349;7;15
Q2 2019;20484,04152;20289,31668;7;16
Q2 2019;84595,19737;77041,20369;7;17
Q2 2019;32622,50273;28901,49851;7;18
Q2 2019;220696,5431;207284,9839;7;19
Q2 2019;112891,9168;108161,3581;7;20
Q2 2019;18900,63209;19033,3268;7;21
Q2 2019;170771,3107;199578,1884;7;22
Q2 2019;160114,7548;165423,5224;7;23
Q2 2019;30286,63216;31540,02052;7;24
Q2 2019;33817,34495;35073,41777;7;25
Q2 2019;22108,37473;19802,37512;7;26
Q2 2019;523277,4669;557954,2036;7;27
Q2 2019;2442119,3;2129027,082;7;28
Q2 2019;10210,7988;8934,448954;7;29
Q2 2019;185773,7475;147860,7378;7;30
Q2 2019;19364,80868;17408,7674;7;31
Q2 2019;160493,8496;164123,504;7;32
Q2 2019;252474,1769;226174,7835;7;33
Q2 2019;94899,45741;88929,97541;7;34
Q2 2019;115514,1839;99474,7554;7;35
Q2 2019;244330,3123;216425,2187;7;36
Q2 2019;58949,60853;54348,66348;7;37
Q2 2019;361847,5486;321647,773;7;38
Q2 2019;10732,60938;9769,170487;7;39
Q2 2019;79722,72269;71387,8464;7;40
Q2 2019;194210,9436;172231,949;7;41
Q2 2019;89618,8257;93606,9201;7;42
Q2 2019;26045,74422;24802,96192;7;43
Q2 2019;269798,871;213590,7729;7;44
Q2 2019;85472,5731;66222,66316;7;45
Q2 2019;17226,53909;13848,78633;7;46
Q2 2019;19594,86642;17145,50812;7;47
Q2 2019;165650,8875;134396,0031;7;48
Q2 2019;160208,6919;143344,619;7;49
Q2 2019;112640,5019;98382,21048;7;50
Q2 2019;101787,3062;104508,9955;7;51
Q2 2019;3296184,676;2546550,703;7;52
Q2 2019;73158,11492;63778,86942;7;53
Q2 2019;67798,40217;57036,75104;7;54
Q2 2019;124312,9527;98938,48526;7;55
Q2 2019;11118,88821;9532,877444;7;56
Q3 2017;60825,00771;48153,1311;7;1
Q3 2017;87962,04356;74429,42147;7;2
Q3 2017;58683,22403;41577,68852;7;3
Q3 2017;19766,71058;17131,14917;7;4
Q3 2017;31346,82231;26868,70483;7;5
Q3 2017;420349,9291;347875,8034;7;6
Q3 2017;1039650,921;934635,6765;7;7
Q3 2017;17635,80242;15697,80215;7;8
Q3 2017;52087,08667;45735,00293;7;9
Q3 2017;3254359,489;2865935,937;7;10
Q3 2017;56874,66598;50692,63707;7;11
Q3 2017;102721,2588;91433,20836;7;12
Q3 2017;11157,63113;9540,58314;7;13
Q3 2017;20276,86792;17833,87179;7;14
Q3 2017;1040094,359;802285,13;7;15
Q3 2017;22651,01597;19379,20255;7;16
Q3 2017;82426,08974;76119,99734;7;17
Q3 2017;36181,32121;34183,48304;7;18
Q3 2017;198455,8062;164632,034;7;19
Q3 2017;104631,0086;90663,59936;7;20
Q3 2017;16958,53175;14864,52174;7;21
Q3 2017;153183,177;131148,3662;7;22
Q3 2017;146518,1149;138903,2022;7;23
Q3 2017;30009,28205;29315,91174;7;24
Q3 2017;34774,43962;33979,05335;7;25
Q3 2017;18737,951;18000,6978;7;26
Q3 2017;508006,7237;477724,5668;7;27
Q3 2017;1085386,356;901422,5666;7;28
Q3 2017;9439,81768;8071,728161;7;29
Q3 2017;185402,2;151692,7091;7;30
Q3 2017;18594,61742;16528,54882;7;31
Q3 2017;145426,3239;124943,7431;7;32
Q3 2017;264021,8524;228818,9387;7;33
Q3 2017;99894,16569;91702,84411;7;34
Q3 2017;110273,8955;92930,81918;7;35
Q3 2017;238393,314;192833,7029;7;36
Q3 2017;70296,10398;62546,79538;7;37
Q3 2017;368296,3168;309368,9061;7;38
Q3 2017;10547,20921;9570,336741;7;39
Q3 2017;82675,41612;67594,9035;7;40
Q3 2017;197175,9962;182387,7965;7;41
Q3 2017;83551,54733;76058,86018;7;42
Q3 2017;20360,97706;18740,76314;7;43
Q3 2017;308423,9231;269870,9327;7;44
Q3 2017;80454;62802,88;7;45
Q3 2017;17120,85481;13316,2204;7;46
Q3 2017;22811,30238;19686,46643;7;47
Q3 2017;150307,0435;134144,9958;7;48
Q3 2017;176263,7207;138760,8014;7;49
Q3 2017;113484,2509;96025,13541;7;50
Q3 2017;91783,27083;81110,79748;7;51
Q3 2017;2969035,155;2235702,698;7;52
Q3 2017;66702,98713;58259,57104;7;53
Q3 2017;60091,06936;48308,50674;7;54
Q3 2017;129974,7307;100610,0693;7;55
Q3 2017;11032,44612;9147,091474;7;56
Q3 2018;61777,25832;54055,10103;7;1
Q3 2018;96157,26501;82221,4295;7;2
Q3 2018;57626,926;40338,8482;7;3
Q3 2018;20761,26205;17412,6714;7;4
Q3 2018;34764,08595;29415,76504;7;5
Q3 2018;455379,0899;376865,4537;7;6
Q3 2018;1150487,906;976171,5568;7;7
Q3 2018;17529,77555;14023,82044;7;8
Q3 2018;44141,59887;35967,22871;7;9
Q3 2018;2623252,734;2279516,169;7;10
Q3 2018;51081,87593;42568,22994;7;11
Q3 2018;103486,4078;90866,11418;7;12
Q3 2018;10280,80354;9085,361265;7;13
Q3 2018;21450,57884;19118,99419;7;14
Q3 2018;1577285,951;1391783,407;7;15
Q3 2018;23543,89834;23052,32244;7;16
Q3 2018;86881,55405;80845,5724;7;17
Q3 2018;35535,22619;33499,15377;7;18
Q3 2018;185513,0362;173043,5002;7;19
Q3 2018;91972,43667;82204,32961;7;20
Q3 2018;17659,29752;17646,21656;7;21
Q3 2018;160032,8313;136473,8997;7;22
Q3 2018;141694,4733;125361,8688;7;23
Q3 2018;31389,01916;30819,64964;7;24
Q3 2018;37308,60931;40259,31914;7;25
Q3 2018;20815,74798;19324,78534;7;26
Q3 2018;528573,7976;487295,1205;7;27
Q3 2018;1940595,95;1544555,96;7;28
Q3 2018;11023,27097;9273,545417;7;29
Q3 2018;178959,6525;154444,6316;7;30
Q3 2018;17915,98175;16030,08894;7;31
Q3 2018;121188,6033;106409,5053;7;32
Q3 2018;233445,7923;182696,707;7;33
Q3 2018;100285,1409;88652,06456;7;34
Q3 2018;117209,3606;105080,1672;7;35
Q3 2018;255080,846;224096,0256;7;36
Q3 2018;67892,81838;61782,46472;7;37
Q3 2018;392383,2068;355461,3652;7;38
Q3 2018;10670,08932;9795,141996;7;39
Q3 2018;82855,93013;69968,42796;7;40
Q3 2018;216151,0921;193910,9676;7;41
Q3 2018;83723,81856;66178,21832;7;42
Q3 2018;22371,40966;20036,05275;7;43
Q3 2018;303878,7284;272870,6949;7;44
Q3 2018;79433,75;59603,18399;7;45
Q3 2018;17588,44118;15211,6248;7;46
Q3 2018;22615,91649;19891,10727;7;47
Q3 2018;175912,4469;155922,3961;7;48
Q3 2018;173671,6071;152747,3171;7;49
Q3 2018;130044,1845;105035,6875;7;50
Q3 2018;88111,94;77866,36558;7;51
Q3 2018;2969035,216;2537824,736;7;52
Q3 2018;73010,91549;64421,39602;7;53
Q3 2018;62625,03012;53548,9388;7;54
Q3 2018;125501,413;89907,07608;7;55
Q3 2018;11064,36979;8471,158122;7;56
Q3 2019;64424,8551;57850,8903;7;1
Q3 2019;88296,5;76976,4359;7;2
Q3 2019;52965,92463;40446,70608;7;3
Q3 2019;23860,40055;20914,67209;7;4
Q3 2019;38008,49892;33877,14035;7;5
Q3 2019;400874,2568;359116,5217;7;6
Q3 2019;1002934,625;870969,5424;7;7
Q3 2019;18611,4;15703,36875;7;8
Q3 2019;50083,73718;40452,24926;7;9
Q3 2019;1756261,243;1572886,908;7;10
Q3 2019;59066,83726;51294,88499;7;11
Q3 2019;109394,0965;97756,42662;7;12
Q3 2019;10789,54433;9641,720465;7;13
Q3 2019;22022,0082;18089,50673;7;14
Q3 2019;2039874,983;1545771,931;7;15
Q3 2019;23206,86912;23379,5714;7;16
Q3 2019;94547,57353;91621,10102;7;17
Q3 2019;35963,36145;33183,6933;7;18
Q3 2019;208136,5772;207524,4108;7;19
Q3 2019;117726,6884;111791,3012;7;20
Q3 2019;18681,2824;18430,9147;7;21
Q3 2019;167555,2785;164703,2738;7;22
Q3 2019;169903,4297;152355,3643;7;23
Q3 2019;29522,64505;26260,88481;7;24
Q3 2019;40506,49011;40395,94849;7;25
Q3 2019;20773,86519;21811,4956;7;26
Q3 2019;471327,5379;473010,4545;7;27
Q3 2019;2158975,034;1735646,596;7;28
Q3 2019;10882,84713;9571,660732;7;29
Q3 2019;173597,5655;146472,9459;7;30
Q3 2019;19635,916;17118,49087;7;31
Q3 2019;141294,5854;122455,3073;7;32
Q3 2019;260769,0164;228967,9169;7;33
Q3 2019;105227,3244;87816,9853;7;34
Q3 2019;109840,5992;90793,7719;7;35
Q3 2019;269641,4863;241478,931;7;36
Q3 2019;59837,73823;50135,47639;7;37
Q3 2019;357672,3846;302027,9431;7;38
Q3 2019;10368,10566;9175,043361;7;39
Q3 2019;79223,41545;60078,08681;7;40
Q3 2019;188197,1257;159967,5568;7;41
Q3 2019;98889,73871;85688,74343;7;42
Q3 2019;26158,98659;23118,0044;7;43
Q3 2019;280821,7821;233224,8699;7;44
Q3 2019;81652,56983;60014,63883;7;45
Q3 2019;15946,85333;13635,71517;7;46
Q3 2019;21250,77062;17164,08397;7;47
Q3 2019;155297,707;126538,8724;7;48
Q3 2019;181687,2198;141312,2821;7;49
Q3 2019;110182,8909;99164,60182;7;50
Q3 2019;114804,1315;101136,973;7;51
Q3 2019;3416950,081;2714423,13;7;52
Q3 2019;76072,16981;65929,21384;7;53
Q3 2019;64703,86929;53548,02976;7;54
Q3 2019;124077,9565;107947,8222;7;55
Q3 2019;10275,38938;8736,488514;7;56
Q4 2017;61416,69066;52886,59474;7;1
Q4 2017;91786,48024;79038,35798;7;2
Q4 2017;60659,92211;45181,18336;7;3
Q4 2017;19117,99614;16347,27206;7;4
Q4 2017;31111,57411;25454,92427;7;5
Q4 2017;388136,1963;328422,9353;7;6
Q4 2017;1183286,904;936768,7986;7;7
Q4 2017;19182,80263;17074,80234;7;8
Q4 2017;48228,78395;43098,06225;7;9
Q4 2017;2985298,287;2699207,201;7;10
Q4 2017;54086,69216;48077,05969;7;11
Q4 2017;117240,9304;102943,2559;7;12
Q4 2017;9654,850554;8669,661722;7;13
Q4 2017;19864,5841;17442,07385;7;14
Q4 2017;951179,7316;707771,279;7;15
Q4 2017;22971,98178;21238,64134;7;16
Q4 2017;88766,55819;82992,24874;7;17
Q4 2017;35324,95858;32202,40669;7;18
Q4 2017;196551,2399;189981,582;7;19
Q4 2017;100109,9156;85636,39733;7;20
Q4 2017;18993,55556;17355,36139;7;21
Q4 2017;148000,2876;143685,3496;7;22
Q4 2017;128476,7052;114004,8039;7;23
Q4 2017;31091,21063;31080,79869;7;24
Q4 2017;35443,17885;34265,38232;7;25
Q4 2017;19741,13002;19468,55057;7;26
Q4 2017;546266,6444;544635,7613;7;27
Q4 2017;1143718,06;984868,3295;7;28
Q4 2017;10030,96086;8850,847819;7;29
Q4 2017;167633,0922;136589,927;7;30
Q4 2017;19874,40891;17390,10779;7;31
Q4 2017;137082,1906;123235,5047;7;32
Q4 2017;247071,0331;201317,1381;7;33
Q4 2017;108113,3059;98582,26447;7;34
Q4 2017;105091,8515;94582,66635;7;35
Q4 2017;259756,4623;230542,294;7;36
Q4 2017;60753,03824;52992,32755;7;37
Q4 2017;406090,917;344892,3034;7;38
Q4 2017;10348,58004;9556,851324;7;39
Q4 2017;69501,86081;59021,85896;7;40
Q4 2017;196426,2776;165810,8715;7;41
Q4 2017;88659,50218;71467,26828;7;42
Q4 2017;22608,89809;19758,80669;7;43
Q4 2017;313107,1497;260038,1413;7;44
Q4 2017;90593,86364;73769,28896;7;45
Q4 2017;17625,46947;15143,00898;7;46
Q4 2017;19273,05292;16113,53605;7;47
Q4 2017;156213,0177;138660,9932;7;48
Q4 2017;170448,8351;148873,0331;7;49
Q4 2017;125988,7526;112585,6938;7;50
Q4 2017;87792,69384;78453,04556;7;51
Q4 2017;3048970,733;2333125,43;7;52
Q4 2017;71854,30693;62011,25119;7;53
Q4 2017;67651,33406;60217,12152;7;54
Q4 2017;144575,4163;122033,4534;7;55
Q4 2017;11404,06536;9578,410873;7;56
Q4 2018;58676,91264;47605,79705;7;1
Q4 2018;92150,7123;82242,03356;7;2
Q4 2018;55732,03675;40323,76777;7;3
Q4 2018;18137,58608;14278,52521;7;4
Q4 2018;34050,24435;27502,12044;7;5
Q4 2018;412009,6528;366230,8025;7;6
Q4 2018;1001073,892;895697,6932;7;7
Q4 2018;19267,30837;17026,92368;7;8
Q4 2018;44392,40341;39289,8283;7;9
Q4 2018;2314922,667;2157559,946;7;10
Q4 2018;57950,02731;45352,19529;7;11
Q4 2018;115534,7214;99029,76121;7;12
Q4 2018;10063,325;8625,707143;7;13
Q4 2018;21155;16837,65306;7;14
Q4 2018;1356644,816;1133238,89;7;15
Q4 2018;20784,17399;20507,05167;7;16
Q4 2018;92602,15021;82259,71729;7;17
Q4 2018;39189,8337;35185,65504;7;18
Q4 2018;202778,6059;199073,5154;7;19
Q4 2018;91111,27154;91387,67652;7;20
Q4 2018;16065,97744;16210,01724;7;21
Q4 2018;147445,9794;148625,5472;7;22
Q4 2018;140537,7837;126776,9808;7;23
Q4 2018;32317,68836;31433,15323;7;24
Q4 2018;36860,906;39893,58854;7;25
Q4 2018;19014,01657;19071,48116;7;26
Q4 2018;571368,6127;535543,8007;7;27
Q4 2018;1658262,469;1431103,227;7;28
Q4 2018;10482,25153;8541,093842;7;29
Q4 2018;194750,2101;164788,6393;7;30
Q4 2018;18524,44906;16419,39803;7;31
Q4 2018;134329,5361;110762,9509;7;32
Q4 2018;269056,1674;236244,4396;7;33
Q4 2018;102083,0817;93197,21343;7;34
Q4 2018;112492,6861;99443,53453;7;35
Q4 2018;235749,3956;214039,726;7;36
Q4 2018;70140,92494;63957,44867;7;37
Q4 2018;338162,9818;271537,6794;7;38
Q4 2018;11544,31933;10573,65411;7;39
Q4 2018;76508,09677;68909,95314;7;40
Q4 2018;221717,2146;193844,1933;7;41
Q4 2018;75757,5597;68282,81381;7;42
Q4 2018;19326,29946;17351,65582;7;43
Q4 2018;291012,8952;248837,1133;7;44
Q4 2018;96367,97802;83197,68769;7;45
Q4 2018;18121,42424;15101,18687;7;46
Q4 2018;19558,57963;17360,98641;7;47
Q4 2018;166692,717;129649,891;7;48
